match_id,batting_team,bowling_team,batsman,Balls_Played,Total_Runs
484,Delhi Daredevils,Royal Challengers Bangalore,AD Mathews,1,0
490,Mumbai Indians,Rajasthan Royals,UBT Chand,14,13
526,Gujarat Lions,Mumbai Indians,AJ Finch,55,67
526,Gujarat Lions,Mumbai Indians,DS Kulkarni,3,6
561,Royal Challengers Bangalore,Gujarat Lions,AB de Villiers,53,129
569,Delhi Daredevils,Sunrisers Hyderabad,CR Brathwaite,8,10
570,Kings XI Punjab,Rising Pune Supergiants,R Dhawan,4,11
577,Sunrisers Hyderabad,Royal Challengers Bangalore,NV Ojha,4,7
58,Chennai Super Kings,Rajasthan Royals,PA Patel,34,38
60,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,8,3
122,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,13,16
129,Royal Challengers Bangalore,Mumbai Indians,JH Kallis,55,66
136,Deccan Chargers,Rajasthan Royals,VVS Laxman,12,10
145,Kolkata Knight Riders,Deccan Chargers,AB Agarkar,5,8
162,Mumbai Indians,Delhi Daredevils,KA Pollard,13,45
164,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,10,7
198,Mumbai Indians,Chennai Super Kings,KA Pollard,2,0
200,Delhi Daredevils,Kings XI Punjab,DA Warner,50,77
208,Rajasthan Royals,Mumbai Indians,R Dravid,16,5
223,Mumbai Indians,Delhi Daredevils,A Symonds,4,4
238,Kochi Tuskers Kerala,Chennai Super Kings,KM Jadhav,1,1
241,Kings XI Punjab,Deccan Chargers,KD Karthik,15,11
245,Chennai Super Kings,Royal Challengers Bangalore,S Badrinath,33,34
245,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,52,73
25,Royal Challengers Bangalore,Kings XI Punjab,P Kumar,2,0
252,Kings XI Punjab,Rajasthan Royals,Harmeet Singh,1,1
264,Deccan Chargers,Delhi Daredevils,DW Steyn,3,2
271,Kolkata Knight Riders,Kings XI Punjab,BB McCullum,18,15
28,Chennai Super Kings,Delhi Daredevils,SP Fleming,30,44
281,Mumbai Indians,Kings XI Punjab,SR Tendulkar,29,34
283,Mumbai Indians,Delhi Daredevils,KA Pollard,9,16
298,Kolkata Knight Riders,Delhi Daredevils,DB Das,3,1
306,Pune Warriors,Rajasthan Royals,SC Ganguly,4,2
321,Chennai Super Kings,Delhi Daredevils,JA Morkel,1,0
346,Kings XI Punjab,Sunrisers Hyderabad,DJ Hussey,24,22
35,Royal Challengers Bangalore,Kings XI Punjab,R Dravid,26,29
365,Kolkata Knight Riders,Delhi Daredevils,EJG Morgan,9,10
38,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,16,49
382,Kolkata Knight Riders,Royal Challengers Bangalore,JH Kallis,47,41
383,Rajasthan Royals,Chennai Super Kings,SR Watson,34,70
391,Mumbai Indians,Kings XI Punjab,RG Sharma,25,25
435,Chennai Super Kings,Rajasthan Royals,R Ashwin,16,14
453,Delhi Daredevils,Kings XI Punjab,JDS Neesham,20,12
462,Chennai Super Kings,Sunrisers Hyderabad,DR Smith,27,27
468,Chennai Super Kings,Kolkata Knight Riders,BB McCullum,14,32
472,Sunrisers Hyderabad,Delhi Daredevils,RS Bopara,30,41
479,Chennai Super Kings,Royal Challengers Bangalore,A Nehra,1,0
479,Royal Challengers Bangalore,Chennai Super Kings,MS Bisla,14,17
485,Kings XI Punjab,Sunrisers Hyderabad,Anureet Singh,2,0
497,Mumbai Indians,Delhi Daredevils,PA Patel,13,13
501,Kolkata Knight Riders,Kings XI Punjab,SA Yadav,9,9
535,Kings XI Punjab,Sunrisers Hyderabad,GJ Maxwell,2,1
55,Deccan Chargers,Chennai Super Kings,SB Styris,20,20
552,Rising Pune Supergiants,Royal Challengers Bangalore,MS Dhoni,9,9
552,Rising Pune Supergiants,Royal Challengers Bangalore,SS Tiwary,43,52
554,Mumbai Indians,Sunrisers Hyderabad,RG Sharma,3,5
562,Rising Pune Supergiants,Kolkata Knight Riders,SS Tiwary,12,13
571,Mumbai Indians,Gujarat Lions,HH Pandya,8,7
60,Royal Challengers Bangalore,Rajasthan Royals,LRPL Taylor,1,0
70,Royal Challengers Bangalore,Delhi Daredevils,MV Boucher,29,36
85,Chennai Super Kings,Deccan Chargers,JA Morkel,5,4
85,Deccan Chargers,Chennai Super Kings,PP Ojha,2,0
93,Chennai Super Kings,Rajasthan Royals,M Vijay,13,10
10,Mumbai Indians,Kings XI Punjab,L Ronchi,9,11
109,Rajasthan Royals,Kolkata Knight Riders,SA Asnodkar,6,4
117,Mumbai Indians,Rajasthan Royals,AP Tare,16,23
119,Kolkata Knight Riders,Royal Challengers Bangalore,OA Shah,5,2
124,Delhi Daredevils,Mumbai Indians,DP Nannes,11,3
127,Deccan Chargers,Kings XI Punjab,RP Singh,2,4
171,Mumbai Indians,Kolkata Knight Riders,JP Duminy,27,19
189,Royal Challengers Bangalore,Chennai Super Kings,CA Pujara,5,2
190,Kings XI Punjab,Deccan Chargers,AM Nayar,10,13
219,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,43,55
219,Kochi Tuskers Kerala,Kolkata Knight Riders,RA Jadeja,11,8
251,Pune Warriors,Mumbai Indians,MN Samuels,4,4
254,Deccan Chargers,Chennai Super Kings,Ankit Sharma,8,15
254,Deccan Chargers,Chennai Super Kings,DB Ravi Teja,2,0
262,Kings XI Punjab,Pune Warriors,SE Marsh,54,64
267,Rajasthan Royals,Royal Challengers Bangalore,AM Rahane,60,103
273,Chennai Super Kings,Pune Warriors,MS Dhoni,12,28
283,Mumbai Indians,Delhi Daredevils,SR Tendulkar,7,7
30,Rajasthan Royals,Deccan Chargers,YK Pathan,41,68
320,Mumbai Indians,Chennai Super Kings,Harbhajan Singh,4,1
322,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,10,14
333,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,28,35
339,Kings XI Punjab,Rajasthan Royals,Azhar Mahmood,20,23
352,Royal Challengers Bangalore,Pune Warriors,SS Tiwary,2,2
379,Royal Challengers Bangalore,Delhi Daredevils,V Kohli,59,99
384,Kings XI Punjab,Delhi Daredevils,AC Gilchrist,3,6
405,Rajasthan Royals,Kings XI Punjab,SR Watson,30,50
414,Mumbai Indians,Delhi Daredevils,AT Rayudu,21,14
416,Royal Challengers Bangalore,Kings XI Punjab,VR Aaron,15,11
440,Chennai Super Kings,Royal Challengers Bangalore,BB McCullum,13,19
444,Sunrisers Hyderabad,Royal Challengers Bangalore,DA Warner,47,59
468,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,4,1
494,Delhi Daredevils,Rajasthan Royals,KM Jadhav,8,11
495,Royal Challengers Bangalore,Chennai Super Kings,HV Patel,1,0
50,Mumbai Indians,Delhi Daredevils,SD Chitnis,4,3
503,Mumbai Indians,Royal Challengers Bangalore,MJ McClenaghan,4,12
513,Sunrisers Hyderabad,Mumbai Indians,B Kumar,2,0
519,Delhi Daredevils,Kolkata Knight Riders,MA Agarwal,12,9
525,Sunrisers Hyderabad,Kolkata Knight Riders,B Kumar,1,0
530,Kolkata Knight Riders,Kings XI Punjab,SA Yadav,9,11
543,Kolkata Knight Riders,Delhi Daredevils,SP Narine,4,4
562,Kolkata Knight Riders,Rising Pune Supergiants,YK Pathan,20,37
65,Royal Challengers Bangalore,Deccan Chargers,R Bishnoi,2,1
69,Mumbai Indians,Deccan Chargers,SR Tendulkar,28,36
81,Rajasthan Royals,Deccan Chargers,SA Asnodkar,2,0
82,Delhi Daredevils,Chennai Super Kings,AB de Villiers,1,0
92,Kings XI Punjab,Deccan Chargers,KC Sangakkara,19,25
111,Mumbai Indians,Delhi Daredevils,AM Nayar,4,4
145,Deccan Chargers,Kolkata Knight Riders,TL Suman,11,15
175,Mumbai Indians,Chennai Super Kings,JP Duminy,7,6
177,Deccan Chargers,Rajasthan Royals,JP Duminy,17,14
180,Kings XI Punjab,Pune Warriors,R McLaren,46,51
207,Delhi Daredevils,Kolkata Knight Riders,V Sehwag,23,34
21,Royal Challengers Bangalore,Deccan Chargers,B Akhil,7,27
226,Chennai Super Kings,Rajasthan Royals,M Vijay,43,53
261,Chennai Super Kings,Royal Challengers Bangalore,JA Morkel,7,28
264,Deccan Chargers,Delhi Daredevils,B Chipli,17,25
273,Pune Warriors,Chennai Super Kings,M Kartik,3,4
340,Pune Warriors,Chennai Super Kings,MR Marsh,4,2
375,Mumbai Indians,Kolkata Knight Riders,RG Sharma,11,16
385,Sunrisers Hyderabad,Mumbai Indians,NLTC Perera,5,2
39,Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,18,34
410,Delhi Daredevils,Sunrisers Hyderabad,M Vijay,41,52
426,Delhi Daredevils,Kolkata Knight Riders,KD Karthik,23,36
443,Delhi Daredevils,Kings XI Punjab,KP Pietersen,33,49
47,Mumbai Indians,Kings XI Punjab,A Nehra,1,0
473,Kings XI Punjab,Kolkata Knight Riders,Anureet Singh,1,0
479,Chennai Super Kings,Royal Challengers Bangalore,MM Sharma,6,2
487,Royal Challengers Bangalore,Rajasthan Royals,HV Patel,2,6
492,Chennai Super Kings,Sunrisers Hyderabad,SK Raina,15,23
502,Delhi Daredevils,Sunrisers Hyderabad,SS Tiwary,26,26
505,Sunrisers Hyderabad,Kings XI Punjab,KL Rahul,10,17
567,Kings XI Punjab,Royal Challengers Bangalore,DA Miller,8,3
573,Royal Challengers Bangalore,Delhi Daredevils,AB de Villiers,9,6
58,Rajasthan Royals,Chennai Super Kings,RA Jadeja,1,0
61,Kings XI Punjab,Delhi Daredevils,IK Pathan,7,6
103,Mumbai Indians,Chennai Super Kings,JP Duminy,54,62
123,Kolkata Knight Riders,Chennai Super Kings,OA Shah,4,5
126,Delhi Daredevils,Chennai Super Kings,KD Karthik,14,19
127,Kings XI Punjab,Deccan Chargers,PP Chawla,13,9
127,Kings XI Punjab,Deccan Chargers,S Sreesanth,5,12
142,Kings XI Punjab,Mumbai Indians,PP Chawla,15,22
142,Mumbai Indians,Kings XI Punjab,KA Pollard,14,20
154,Delhi Daredevils,Kolkata Knight Riders,R Bhatia,3,2
16,Mumbai Indians,Kolkata Knight Riders,DJ Bravo,53,64
161,Royal Challengers Bangalore,Deccan Chargers,R Vinay Kumar,8,4
167,Royal Challengers Bangalore,Mumbai Indians,DW Steyn,2,0
171,Mumbai Indians,Kolkata Knight Riders,DJ Bravo,9,5
180,Kings XI Punjab,Pune Warriors,PP Chawla,28,15
188,Kochi Tuskers Kerala,Mumbai Indians,BB McCullum,64,81
198,Chennai Super Kings,Mumbai Indians,MS Dhoni,6,3
205,Pune Warriors,Chennai Super Kings,MK Pandey,13,10
206,Deccan Chargers,Kochi Tuskers Kerala,S Dhawan,9,4
241,Kings XI Punjab,Deccan Chargers,PC Valthaty,6,5
247,Mumbai Indians,Royal Challengers Bangalore,AT Rayudu,1,0
248,Royal Challengers Bangalore,Chennai Super Kings,V Kohli,32,35
250,Delhi Daredevils,Kolkata Knight Riders,AJ Finch,28,30
261,Chennai Super Kings,Royal Challengers Bangalore,F du Plessis,46,71
264,Deccan Chargers,Delhi Daredevils,A Mishra,7,6
267,Royal Challengers Bangalore,Rajasthan Royals,S Aravind,8,14
29,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,23,20
302,Chennai Super Kings,Rajasthan Royals,SK Raina,20,23
331,Delhi Daredevils,Mumbai Indians,IK Pathan,12,10
336,Pune Warriors,Mumbai Indians,TL Suman,15,23
347,Chennai Super Kings,Kolkata Knight Riders,SK Raina,8,7
354,Kolkata Knight Riders,Mumbai Indians,DB Das,7,6
366,Kings XI Punjab,Chennai Super Kings,DJ Hussey,16,22
371,Chennai Super Kings,Mumbai Indians,B Laughlin,8,4
378,Pune Warriors,Kolkata Knight Riders,MR Marsh,8,5
378,Pune Warriors,Kolkata Knight Riders,RV Uthappa,36,31
40,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,20,15
403,Mumbai Indians,Royal Challengers Bangalore,MEK Hussey,15,16
407,Kings XI Punjab,Sunrisers Hyderabad,GJ Bailey,8,10
413,Kolkata Knight Riders,Kings XI Punjab,PP Chawla,2,0
42,Royal Challengers Bangalore,Rajasthan Royals,DT Patil,12,9
422,Royal Challengers Bangalore,Sunrisers Hyderabad,MA Starc,8,5
423,Kolkata Knight Riders,Rajasthan Royals,RN ten Doeschate,1,0
447,Royal Challengers Bangalore,Kolkata Knight Riders,S Rana,12,19
464,Rajasthan Royals,Delhi Daredevils,KK Nair,12,20
474,Chennai Super Kings,Rajasthan Royals,BB McCullum,7,12
497,Delhi Daredevils,Mumbai Indians,KM Jadhav,15,16
505,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,54,81
518,Mumbai Indians,Rising Pune Supergiants,HH Pandya,13,9
548,Gujarat Lions,Delhi Daredevils,AJ Finch,6,5
559,Sunrisers Hyderabad,Delhi Daredevils,Yuvraj Singh,8,8
563,Kings XI Punjab,Sunrisers Hyderabad,DA Miller,9,20
576,Gujarat Lions,Sunrisers Hyderabad,DJ Bravo,11,20
65,Royal Challengers Bangalore,Deccan Chargers,R Dravid,27,48
75,Kolkata Knight Riders,Royal Challengers Bangalore,LR Shukla,3,2
87,Kolkata Knight Riders,Delhi Daredevils,MN van Wyk,48,74
94,Royal Challengers Bangalore,Mumbai Indians,JH Kallis,10,12
97,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,64,84
104,Kolkata Knight Riders,Deccan Chargers,BB McCullum,19,20
114,Royal Challengers Bangalore,Chennai Super Kings,MK Pandey,35,48
139,Rajasthan Royals,Chennai Super Kings,MJ Lumb,17,30
14,Delhi Daredevils,Kings XI Punjab,MK Tiwary,36,39
15,Royal Challengers Bangalore,Chennai Super Kings,DW Steyn,2,1
152,Chennai Super Kings,Mumbai Indians,ML Hayden,33,35
161,Deccan Chargers,Royal Challengers Bangalore,MD Mishra,31,41
18,Deccan Chargers,Kings XI Punjab,Y Venugopal Rao,2,1
206,Kochi Tuskers Kerala,Deccan Chargers,KM Jadhav,2,0
217,Chennai Super Kings,Rajasthan Royals,SK Raina,53,61
223,Delhi Daredevils,Mumbai Indians,CA Ingram,2,1
246,Kolkata Knight Riders,Mumbai Indians,JH Kallis,7,7
255,Kolkata Knight Riders,Rajasthan Royals,DB Das,14,12
264,Delhi Daredevils,Deccan Chargers,KP Pietersen,66,103
32,Chennai Super Kings,Kings XI Punjab,SK Raina,19,26
32,Chennai Super Kings,Kings XI Punjab,SP Fleming,4,1
384,Delhi Daredevils,Kings XI Punjab,IK Pathan,17,14
390,Rajasthan Royals,Sunrisers Hyderabad,JP Faulkner,3,6
40,Kolkata Knight Riders,Mumbai Indians,AB Agarkar,14,15
403,Mumbai Indians,Royal Challengers Bangalore,Z Khan,2,0
406,Delhi Daredevils,Chennai Super Kings,Mohammed Shami,4,1
429,Kings XI Punjab,Royal Challengers Bangalore,AR Patel,3,2
431,Chennai Super Kings,Mumbai Indians,SK Raina,13,19
460,Delhi Daredevils,Chennai Super Kings,KM Jadhav,20,20
466,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,16,21
483,Kings XI Punjab,Chennai Super Kings,Sandeep Sharma,4,1
485,Sunrisers Hyderabad,Kings XI Punjab,RS Bopara,2,0
491,Kolkata Knight Riders,Royal Challengers Bangalore,G Gambhir,10,12
495,Chennai Super Kings,Royal Challengers Bangalore,BB McCullum,15,20
522,Mumbai Indians,Kolkata Knight Riders,RG Sharma,55,84
531,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,44,62
558,Royal Challengers Bangalore,Mumbai Indians,KL Rahul,54,68
561,Gujarat Lions,Royal Challengers Bangalore,S Kaushik,1,0
57,Chennai Super Kings,Kings XI Punjab,PA Patel,52,51
577,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,36,54
63,Royal Challengers Bangalore,Chennai Super Kings,LRPL Taylor,4,1
63,Royal Challengers Bangalore,Chennai Super Kings,R Vinay Kumar,6,5
67,Rajasthan Royals,Kolkata Knight Riders,YK Pathan,26,60
68,Royal Challengers Bangalore,Kings XI Punjab,A Kumble,3,5
106,Rajasthan Royals,Delhi Daredevils,SK Trivedi,11,6
108,Delhi Daredevils,Royal Challengers Bangalore,AB McDonald,4,3
114,Royal Challengers Bangalore,Chennai Super Kings,RE van der Merwe,5,2
118,Kings XI Punjab,Delhi Daredevils,S Sreesanth,15,15
144,Delhi Daredevils,Rajasthan Royals,AB McDonald,9,14
152,Mumbai Indians,Chennai Super Kings,SS Tiwary,21,14
161,Deccan Chargers,Royal Challengers Bangalore,HH Gibbs,10,12
173,Deccan Chargers,Chennai Super Kings,RJ Harris,8,15
195,Mumbai Indians,Pune Warriors,JEC Franklin,8,6
20,Chennai Super Kings,Delhi Daredevils,SK Raina,4,3
209,Royal Challengers Bangalore,Pune Warriors,TM Dilshan,19,15
245,Royal Challengers Bangalore,Chennai Super Kings,V Kohli,46,70
249,Chennai Super Kings,Mumbai Indians,DE Bollinger,5,3
255,Kolkata Knight Riders,Rajasthan Royals,YK Pathan,16,15
261,Royal Challengers Bangalore,Chennai Super Kings,RR Bhatkal,2,0
262,Pune Warriors,Kings XI Punjab,RV Uthappa,17,17
266,Kings XI Punjab,Kolkata Knight Riders,P Kumar,1,0
268,Mumbai Indians,Delhi Daredevils,KD Karthik,4,3
277,Mumbai Indians,Kings XI Punjab,SR Tendulkar,24,23
293,Deccan Chargers,Chennai Super Kings,PA Patel,5,1
304,Mumbai Indians,Kolkata Knight Riders,SR Tendulkar,2,2
307,Kings XI Punjab,Deccan Chargers,DJ Hussey,35,65
311,Kolkata Knight Riders,Mumbai Indians,BB McCullum,5,1
330,Kolkata Knight Riders,Rajasthan Royals,B Lee,6,5
331,Delhi Daredevils,Mumbai Indians,A Nehra,5,1
334,Rajasthan Royals,Pune Warriors,DH Yagnik,8,12
338,Kolkata Knight Riders,Sunrisers Hyderabad,JH Kallis,27,41
372,Pune Warriors,Rajasthan Royals,RV Uthappa,46,54
373,Sunrisers Hyderabad,Royal Challengers Bangalore,PA Reddy,11,12
386,Kolkata Knight Riders,Pune Warriors,G Gambhir,18,12
406,Chennai Super Kings,Delhi Daredevils,BB McCullum,10,9
409,Kolkata Knight Riders,Royal Challengers Bangalore,YK Pathan,2,0
412,Royal Challengers Bangalore,Rajasthan Royals,JA Morkel,13,7
412,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,25,21
413,Kings XI Punjab,Kolkata Knight Riders,R Dhawan,18,19
420,Kings XI Punjab,Mumbai Indians,GJ Bailey,14,15
428,Rajasthan Royals,Sunrisers Hyderabad,SV Samson,17,16
455,Kings XI Punjab,Kolkata Knight Riders,GJ Maxwell,9,6
470,Rajasthan Royals,Sunrisers Hyderabad,AM Rahane,58,62
480,Delhi Daredevils,Mumbai Indians,JP Duminy,53,78
480,Mumbai Indians,Delhi Daredevils,MJ McClenaghan,1,0
490,Rajasthan Royals,Mumbai Indians,KK Nair,6,7
501,Kolkata Knight Riders,Kings XI Punjab,MK Pandey,17,22
516,Chennai Super Kings,Royal Challengers Bangalore,P Negi,7,12
525,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,37,38
562,Rising Pune Supergiants,Kolkata Knight Riders,R Ashwin,4,0
59,Chennai Super Kings,Mumbai Indians,T Thushara,3,1
60,Rajasthan Royals,Royal Challengers Bangalore,MM Patel,2,0
79,Kolkata Knight Riders,Mumbai Indians,MN van Wyk,37,32
83,Kolkata Knight Riders,Kings XI Punjab,MN van Wyk,12,18
98,Mumbai Indians,Kings XI Punjab,DJ Bravo,62,70
99,Delhi Daredevils,Deccan Chargers,DA Warner,7,4
10,Mumbai Indians,Kings XI Punjab,RV Uthappa,19,21
104,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,32,43
108,Royal Challengers Bangalore,Delhi Daredevils,R Dravid,34,38
140,Deccan Chargers,Mumbai Indians,HH Gibbs,16,27
15,Royal Challengers Bangalore,Chennai Super Kings,R Dravid,1,0
159,Kings XI Punjab,Delhi Daredevils,KC Sangakkara,31,33
160,Mumbai Indians,Rajasthan Royals,SS Tiwary,11,15
2,Chennai Super Kings,Kings XI Punjab,SK Raina,14,32
209,Royal Challengers Bangalore,Pune Warriors,CH Gayle,26,49
214,Kings XI Punjab,Mumbai Indians,KD Karthik,2,1
23,Delhi Daredevils,Mumbai Indians,PJ Sangwan,4,2
252,Rajasthan Royals,Kings XI Punjab,R Dravid,24,28
258,Kolkata Knight Riders,Royal Challengers Bangalore,Shakib Al Hasan,6,4
273,Pune Warriors,Chennai Super Kings,SC Ganguly,26,24
287,Mumbai Indians,Deccan Chargers,RJ Peterson,6,1
291,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,44,71
294,Kolkata Knight Riders,Pune Warriors,YK Pathan,16,11
331,Mumbai Indians,Delhi Daredevils,AT Rayudu,8,24
337,Royal Challengers Bangalore,Chennai Super Kings,R Rampaul,6,0
344,Mumbai Indians,Rajasthan Royals,MG Johnson,9,11
350,Kings XI Punjab,Pune Warriors,Mandeep Singh,58,77
392,Pune Warriors,Delhi Daredevils,AJ Finch,34,52
404,Delhi Daredevils,Kolkata Knight Riders,M Vijay,2,0
407,Sunrisers Hyderabad,Kings XI Punjab,IK Pathan,10,5
41,Kings XI Punjab,Delhi Daredevils,DPMD Jayawardene,18,36
417,Kolkata Knight Riders,Rajasthan Royals,JH Kallis,17,13
427,Kings XI Punjab,Chennai Super Kings,MG Johnson,6,11
431,Chennai Super Kings,Mumbai Indians,RA Jadeja,7,6
435,Chennai Super Kings,Rajasthan Royals,BB McCullum,3,6
438,Mumbai Indians,Kolkata Knight Riders,AP Tare,3,2
441,Sunrisers Hyderabad,Kolkata Knight Riders,DW Steyn,2,1
441,Sunrisers Hyderabad,Kolkata Knight Riders,IK Pathan,21,23
445,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,15,21
467,Mumbai Indians,Rajasthan Royals,J Suchith,1,0
48,Chennai Super Kings,Royal Challengers Bangalore,SP Fleming,40,45
485,Kings XI Punjab,Sunrisers Hyderabad,WP Saha,33,42
503,Mumbai Indians,Royal Challengers Bangalore,AT Rayudu,5,14
505,Kings XI Punjab,Sunrisers Hyderabad,AR Patel,13,15
509,Sunrisers Hyderabad,Royal Challengers Bangalore,S Dhawan,7,8
53,Kings XI Punjab,Kolkata Knight Riders,JR Hopes,11,13
531,Mumbai Indians,Royal Challengers Bangalore,KA Pollard,20,40
536,Royal Challengers Bangalore,Gujarat Lions,V Kohli,64,100
54,Mumbai Indians,Rajasthan Royals,SM Pollock,1,0
57,Kings XI Punjab,Chennai Super Kings,IK Pathan,12,3
572,Sunrisers Hyderabad,Kolkata Knight Riders,BB Sran,2,2
88,Deccan Chargers,Mumbai Indians,HH Gibbs,6,0
92,Deccan Chargers,Kings XI Punjab,TL Suman,17,27
97,Kolkata Knight Riders,Royal Challengers Bangalore,WP Saha,5,10
11,Rajasthan Royals,Royal Challengers Bangalore,YK Pathan,12,21
126,Chennai Super Kings,Delhi Daredevils,ML Hayden,46,93
130,Delhi Daredevils,Deccan Chargers,Y Nagar,7,1
131,Kings XI Punjab,Chennai Super Kings,RS Bopara,8,1
14,Kings XI Punjab,Delhi Daredevils,K Goel,3,1
146,Kings XI Punjab,Royal Challengers Bangalore,MS Bisla,27,28
18,Kings XI Punjab,Deccan Chargers,KC Sangakkara,4,3
182,Rajasthan Royals,Delhi Daredevils,AG Paunikar,8,5
185,Pune Warriors,Kochi Tuskers Kerala,RV Uthappa,15,31
238,Chennai Super Kings,Kochi Tuskers Kerala,MEK Hussey,37,32
244,Kolkata Knight Riders,Mumbai Indians,R Bhatia,6,11
260,Rajasthan Royals,Mumbai Indians,SK Trivedi,6,5
28,Chennai Super Kings,Delhi Daredevils,S Badrinath,5,8
320,Mumbai Indians,Chennai Super Kings,DS Kulkarni,5,10
325,Sunrisers Hyderabad,Pune Warriors,NLTC Perera,18,30
326,Delhi Daredevils,Rajasthan Royals,NV Ojha,1,0
33,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,17,24
335,Delhi Daredevils,Sunrisers Hyderabad,MC Juneja,22,15
371,Mumbai Indians,Chennai Super Kings,KA Pollard,3,1
389,Kings XI Punjab,Royal Challengers Bangalore,SE Marsh,7,6
468,Chennai Super Kings,Kolkata Knight Riders,DJ Bravo,32,30
485,Sunrisers Hyderabad,Kings XI Punjab,NV Ojha,26,28
486,Kolkata Knight Riders,Delhi Daredevils,SA Yadav,7,7
499,Sunrisers Hyderabad,Rajasthan Royals,S Dhawan,36,54
504,Chennai Super Kings,Rajasthan Royals,MS Dhoni,7,13
509,Sunrisers Hyderabad,Royal Challengers Bangalore,EJG Morgan,7,11
516,Royal Challengers Bangalore,Chennai Super Kings,AB de Villiers,3,1
549,Kolkata Knight Riders,Kings XI Punjab,AD Russell,13,16
565,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,20,39
59,Mumbai Indians,Chennai Super Kings,S Dhawan,22,22
102,Delhi Daredevils,Kings XI Punjab,R Bhatia,1,0
105,Kings XI Punjab,Deccan Chargers,SM Katich,11,11
123,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,33,66
130,Deccan Chargers,Delhi Daredevils,HH Gibbs,26,31
149,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,44,88
164,Royal Challengers Bangalore,Rajasthan Royals,LRPL Taylor,11,10
166,Deccan Chargers,Kings XI Punjab,RG Sharma,39,68
18,Deccan Chargers,Kings XI Punjab,SB Bangar,8,3
206,Kochi Tuskers Kerala,Deccan Chargers,BB McCullum,4,0
209,Pune Warriors,Royal Challengers Bangalore,TD Paine,20,8
225,Pune Warriors,Kings XI Punjab,MR Marsh,6,2
253,Delhi Daredevils,Royal Challengers Bangalore,DAJ Bracewell,9,12
257,Deccan Chargers,Mumbai Indians,Ankit Sharma,2,1
273,Chennai Super Kings,Pune Warriors,DJ Bravo,8,12
293,Deccan Chargers,Chennai Super Kings,DT Christian,24,27
303,Pune Warriors,Royal Challengers Bangalore,MD Mishra,4,4
303,Royal Challengers Bangalore,Pune Warriors,V Kohli,12,9
306,Rajasthan Royals,Pune Warriors,J Botha,3,7
312,Chennai Super Kings,Kings XI Punjab,MS Dhoni,16,6
315,Kings XI Punjab,Delhi Daredevils,RJ Harris,6,15
325,Pune Warriors,Sunrisers Hyderabad,LRPL Taylor,19,19
34,Delhi Daredevils,Rajasthan Royals,VY Mahesh,1,0
347,Kolkata Knight Riders,Chennai Super Kings,SMSM Senanayake,13,7
363,Pune Warriors,Chennai Super Kings,AM Nayar,4,2
381,Sunrisers Hyderabad,Kings XI Punjab,S Dhawan,15,15
382,Royal Challengers Bangalore,Kolkata Knight Riders,CA Pujara,14,5
387,Chennai Super Kings,Delhi Daredevils,MEK Hussey,27,26
387,Delhi Daredevils,Chennai Super Kings,UBT Chand,13,16
388,Mumbai Indians,Rajasthan Royals,GJ Maxwell,17,23
405,Rajasthan Royals,Kings XI Punjab,JP Faulkner,7,8
422,Sunrisers Hyderabad,Royal Challengers Bangalore,AJ Finch,8,13
450,Rajasthan Royals,Kings XI Punjab,SR Watson,1,0
46,Rajasthan Royals,Kolkata Knight Riders,YK Pathan,20,48
467,Mumbai Indians,Rajasthan Royals,AJ Finch,14,10
47,Kings XI Punjab,Mumbai Indians,IK Pathan,6,9
488,Chennai Super Kings,Kolkata Knight Riders,DR Smith,20,25
490,Rajasthan Royals,Mumbai Indians,DJ Hooda,2,1
541,Kolkata Knight Riders,Mumbai Indians,Shakib Al Hasan,4,6
554,Mumbai Indians,Sunrisers Hyderabad,KA Pollard,13,11
567,Kings XI Punjab,Royal Challengers Bangalore,AR Patel,12,13
57,Kings XI Punjab,Chennai Super Kings,PP Chawla,15,12
576,Gujarat Lions,Sunrisers Hyderabad,KD Karthik,19,26
